lokacija,sobno,nadstropje,leto,velikost,cena
SLOVENSKE KONJICE,5 in večsobno,1,2010,"183,00 ","195.000,00"
SLOVENSKE KONJICE,Drugo,K,1800,"1.100,00 ","2.300.000,00"
"SLOVENSKE KONJICE, MESTNI TRG",1-sobno,1,1971,"42,80 ","87.700,00"
"SLOVENSKE KONJICE, ULICA TONETA MELIVE","3,5-sobno",2,2001,"75,96 ","148.000,00"
"ŠENTJUR, CENTER",3-sobno,1,1963,"65,60 ","100.000,00"
ŠENTVID PRI GROBELNEM,1-sobno,1,1890,"40,00 ","36.000,00"
ŠMARJE PRI JELŠAH,1-sobno,4,1975,"46,30 ","73.200,00"
"ŠMARJE PRI JELŠAH, CANKARJEVA ULICA",3-sobno,1,2000,"68,80 ","107.000,00"
"ŠOŠTANJ, CENTER",5 in večsobno,2,1820,"116,00 ","95.000,00"
ŠTORE,"1,5-sobno",1,1880,"38,00 ","38.000,00"
ŠTORE,3-sobno,2,1959,"60,00 ","135.000,00"
"ŠTORE, LIPA",3-sobno,P,2009,"104,00 ","170.000,00"
"ŠTORE, PRI MERCATOR CENTRU",3-sobno,2,1959,"82,60 ","135.000,00"
